Cancer_type	sub_family	log2foldchange
THCA	L1M3f	 -0.322844911267524
THCA	L1M4b	 -0.317633408132156
THCA	L1M6	 -0.244299693688584
THCA	L1MA4	 -0.242845368520861
THCA	L1MA4A	 -0.214543463694093
THCA	L1MA5	 -0.335193648583569
THCA	L1MA5A	 -0.405438454002315
THCA	L1MA7	 -0.627005630442447
THCA	L1MB2	 -0.137819116828544
THCA	L1MB3	 -0.185726946066601
THCA	L1MB8	 -0.342001663502022
THCA	L1MC1	 -0.167330570479392
THCA	L1MC2	 -0.222560231475317
THCA	L1MC3	 -0.282072682604525
THCA	L1MCa	 -0.302244437298479
THCA	L1MCb	 -0.216551831579327
THCA	L1MCc	 -0.420966874739723
THCA	L1MD1	 -0.207402676912948
THCA	L1MD2	 -0.265053514101789
THCA	L1MD	 -0.166363440462609
THCA	L1MDa	 -0.461455196795242
THCA	L1MDb	 -0.416519773467453
THCA	L1ME2	 0.231763714261579
THCA	L1ME3	 -0.224533601404132
THCA	L1ME3C	 -0.206196405959306
THCA	L1ME3E	 0.174183386737017
THCA	L1MEa	 -0.36294539072318
THCA	L1MEb	 -0.54886436038929
THCA	L1MEc	 -0.212383357050715
THCA	L1MEg	 -0.344264256968394
THCA	L1P1	 -0.340730258224457
THCA	L1P3b	 -1.05750232853108
THCA	L1P4a	 -0.586558992758068
THCA	L1P4e	 -0.613423558355501
THCA	L1PA11	 -0.381389318607306
THCA	L1PA15-16	 -0.688586807164171
THCA	L1PA15	 -0.330111555495442
THCA	L1PA3	 -0.320485008856368
THCA	L1PA4	 -0.355694667928718
THCA	L1PA7	 -0.319451486749424
THCA	L1PA8	 -0.348282799934168
THCA	L1PA8A	 -0.452642306212728
THCA	L1PB1	 -0.408590923048069
THCA	L1PB4	 -0.187510785974142
THCA	L1PB	 -0.393661576764397
THCA	L1PBa1	 -0.285367900035099
THCA	L1PBa	 -0.422185047880116
THCA	L1PBb	 -0.395162757541646
THCA	L1PREC2	 -0.18729212435611
UCEC	HAL1-2a_MD	 0.712518288251186
UCEC	L1HS	 0.955716343037536
UCEC	L1M2a1	 -2.02086758229562
UCEC	L1MEa	 -1.34532490829955
UCEC	L1PA2	 0.655383399006776
